DRUG,DOSE,ID,OBS,TIME,TIME_UNIT,EVID,CENS,AMT,TINF,WT,UNIT,YTYPE,YNAME,MDV,STUDY,SPECIES,SEX
Docetaxel,10,5136,1.14,384,hours,0,0,.,.,0.1842,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5136,1.44,552,hours,0,0,.,.,0.1842,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5137,1.6,-48,hours,0,0,.,.,0.2002,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5137,1.14,48,hours,0,0,.,.,0.2002,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5137,0.34,120,hours,0,0,.,.,0.2002,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5137,1.42,192,hours,0,0,.,.,0.2002,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5137,4.45,264,hours,0,0,.,.,0.2002,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5137,4.76,336,hours,0,0,.,.,0.2002,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5137,3.93,432,hours,0,0,.,.,0.2002,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5137,1.72,552,hours,0,0,.,.,0.2002,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5138,0.65,-48,hours,0,0,.,.,0.1856,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5138,1.06,48,hours,0,0,.,.,0.1856,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5138,0.27,120,hours,0,0,.,.,0.1856,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5138,1.03,192,hours,0,0,.,.,0.1856,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5138,2.73,264,hours,0,0,.,.,0.1856,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5138,2.78,336,hours,0,0,.,.,0.1856,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5138,2.3,432,hours,0,0,.,.,0.1856,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5138,2.39,552,hours,0,0,.,.,0.1856,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5139,1.29,-48,hours,0,0,.,.,0.1942,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5139,0.8,48,hours,0,0,.,.,0.1942,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5139,0.27,120,hours,0,0,.,.,0.1942,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5139,2.28,192,hours,0,0,.,.,0.1942,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5139,4.79,264,hours,0,0,.,.,0.1942,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5139,2.72,336,hours,0,0,.,.,0.1942,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5139,2.34,432,hours,0,0,.,.,0.1942,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5140,0.64,-48,hours,0,0,.,.,0.204,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5140,0.92,48,hours,0,0,.,.,0.204,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5140,0.92,120,hours,0,0,.,.,0.204,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5140,1.87,192,hours,0,0,.,.,0.204,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5140,4.66,264,hours,0,0,.,.,0.204,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5140,3.65,336,hours,0,0,.,.,0.204,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5140,2.86,432,hours,0,0,.,.,0.204,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5140,1.72,552,hours,0,0,.,.,0.204,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5141,1.14,-48,hours,0,0,.,.,0.2104,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5141,1.32,72,hours,0,0,.,.,0.2104,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5141,0.97,144,hours,0,0,.,.,0.2104,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5141,1.45,216,hours,0,0,.,.,0.2104,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5141,1.53,288,hours,0,0,.,.,0.2104,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5141,0.96,360,hours,0,0,.,.,0.2104,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5141,1.36,480,hours,0,0,.,.,0.2104,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5141,1.72,552,hours,0,0,.,.,0.2104,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5142,1.14,-48,hours,0,0,.,.,0.1989,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5142,0.29,72,hours,0,0,.,.,0.1989,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5142,0.99,144,hours,0,0,.,.,0.1989,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5142,6.13,216,hours,0,0,.,.,0.1989,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5142,3.35,288,hours,0,0,.,.,0.1989,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5142,0.9,360,hours,0,0,.,.,0.1989,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5142,1.38,480,hours,0,0,.,.,0.1989,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5142,1.08,552,hours,0,0,.,.,0.1989,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5143,0.81,-48,hours,0,0,.,.,0.1977,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5143,0.7,72,hours,0,0,.,.,0.1977,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5143,0.87,144,hours,0,0,.,.,0.1977,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5143,2.97,216,hours,0,0,.,.,0.1977,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5143,1.72,288,hours,0,0,.,.,0.1977,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5143,1.97,360,hours,0,0,.,.,0.1977,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5143,2.17,480,hours,0,0,.,.,0.1977,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5143,1.01,552,hours,0,0,.,.,0.1977,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5144,1.33,-48,hours,0,0,.,.,0.1949,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5144,0.49,72,hours,0,0,.,.,0.1949,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5144,1,144,hours,0,0,.,.,0.1949,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5144,3.73,216,hours,0,0,.,.,0.1949,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5144,4.76,288,hours,0,0,.,.,0.1949,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5144,1.67,360,hours,0,0,.,.,0.1949,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5144,1.74,480,hours,0,0,.,.,0.1949,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Docetaxel,10,5144,2.91,552,hours,0,0,.,.,0.1949,10^3/mcL,6,Neutrophiles absolute,0,0470-2008,Rat,Male
Controls,0,5061,5.9,-48,hours,0,0,.,.,0.2088,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5061,6.27,24,hours,0,0,.,.,0.2088,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5061,7.15,96,hours,0,0,.,.,0.2088,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5061,7.33,168,hours,0,0,.,.,0.2088,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5061,7.05,240,hours,0,0,.,.,0.2088,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5061,8.22,312,hours,0,0,.,.,0.2088,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5061,8.46,384,hours,0,0,.,.,0.2088,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5061,7.29,552,hours,0,0,.,.,0.2088,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5062,4.38,-48,hours,0,0,.,.,0.2008,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5062,5.26,24,hours,0,0,.,.,0.2008,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5062,5.26,96,hours,0,0,.,.,0.2008,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5062,7.35,168,hours,0,0,.,.,0.2008,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5062,5.74,240,hours,0,0,.,.,0.2008,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5062,7.82,312,hours,0,0,.,.,0.2008,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5062,5.95,384,hours,0,0,.,.,0.2008,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5062,8.22,552,hours,0,0,.,.,0.2008,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5063,5.25,-48,hours,0,0,.,.,0.1965,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5063,7.55,24,hours,0,0,.,.,0.1965,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5063,7.47,96,hours,0,0,.,.,0.1965,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5063,8.21,168,hours,0,0,.,.,0.1965,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5063,8.54,240,hours,0,0,.,.,0.1965,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5063,7.62,312,hours,0,0,.,.,0.1965,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5063,7.73,384,hours,0,0,.,.,0.1965,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5063,8.55,552,hours,0,0,.,.,0.1965,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5064,6.33,-48,hours,0,0,.,.,0.2028,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5064,5.17,24,hours,0,0,.,.,0.2028,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5064,4.76,96,hours,0,0,.,.,0.2028,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5064,8.71,168,hours,0,0,.,.,0.2028,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5064,8.43,240,hours,0,0,.,.,0.2028,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5064,8.56,312,hours,0,0,.,.,0.2028,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5064,8.48,384,hours,0,0,.,.,0.2028,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5064,7.34,552,hours,0,0,.,.,0.2028,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5065,7.2,-48,hours,0,0,.,.,0.213,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5065,10.39,48,hours,0,0,.,.,0.213,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5065,6.96,120,hours,0,0,.,.,0.213,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5065,9.79,192,hours,0,0,.,.,0.213,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5065,13.66,264,hours,0,0,.,.,0.213,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5065,9.61,336,hours,0,0,.,.,0.213,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5065,8.7,432,hours,0,0,.,.,0.213,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5065,13.7,552,hours,0,0,.,.,0.213,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5066,4.94,-48,hours,0,0,.,.,0.1982,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5066,7,48,hours,0,0,.,.,0.1982,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5066,6.2,120,hours,0,0,.,.,0.1982,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5066,7.17,192,hours,0,0,.,.,0.1982,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5066,10.48,264,hours,0,0,.,.,0.1982,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5066,7.76,336,hours,0,0,.,.,0.1982,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5066,6.55,432,hours,0,0,.,.,0.1982,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5066,9.03,552,hours,0,0,.,.,0.1982,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5067,5.28,-48,hours,0,0,.,.,0.1973,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5067,5.41,48,hours,0,0,.,.,0.1973,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5067,9.22,120,hours,0,0,.,.,0.1973,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5067,8.75,192,hours,0,0,.,.,0.1973,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5067,8.63,264,hours,0,0,.,.,0.1973,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5067,7.67,336,hours,0,0,.,.,0.1973,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5067,7.05,432,hours,0,0,.,.,0.1973,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5067,10.69,552,hours,0,0,.,.,0.1973,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5068,3.21,-48,hours,0,0,.,.,0.1921,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5068,5.84,48,hours,0,0,.,.,0.1921,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5068,6.11,120,hours,0,0,.,.,0.1921,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5068,7.2,192,hours,0,0,.,.,0.1921,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5068,5.08,264,hours,0,0,.,.,0.1921,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5068,6.73,336,hours,0,0,.,.,0.1921,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5068,5.66,432,hours,0,0,.,.,0.1921,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5068,8.08,552,hours,0,0,.,.,0.1921,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5069,6.24,-48,hours,0,0,.,.,0.1969,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5069,8.66,72,hours,0,0,.,.,0.1969,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5069,8.7,144,hours,0,0,.,.,0.1969,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5069,10.38,216,hours,0,0,.,.,0.1969,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5069,10.49,288,hours,0,0,.,.,0.1969,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5069,8.7,360,hours,0,0,.,.,0.1969,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5069,7.41,480,hours,0,0,.,.,0.1969,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5069,11.59,552,hours,0,0,.,.,0.1969,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5070,6.63,-48,hours,0,0,.,.,0.1994,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5070,8.72,72,hours,0,0,.,.,0.1994,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5070,7.85,144,hours,0,0,.,.,0.1994,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5070,10.74,216,hours,0,0,.,.,0.1994,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5070,.,288,hours,0,0,.,.,0.1994,10^3/mcL,7,Lymphocytes absolute,1,0470-2008,Rat,Male
Controls,0,5070,8.02,360,hours,0,0,.,.,0.1994,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5070,8.99,480,hours,0,0,.,.,0.1994,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5070,13.09,552,hours,0,0,.,.,0.1994,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5071,3.79,-48,hours,0,0,.,.,0.1862,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5071,4.6,72,hours,0,0,.,.,0.1862,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5071,5.68,144,hours,0,0,.,.,0.1862,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5071,4.96,216,hours,0,0,.,.,0.1862,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5071,5.22,288,hours,0,0,.,.,0.1862,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5071,6.97,360,hours,0,0,.,.,0.1862,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5071,5.72,480,hours,0,0,.,.,0.1862,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5071,6.72,552,hours,0,0,.,.,0.1862,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5072,4.1,-48,hours,0,0,.,.,0.2062,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5072,5.37,72,hours,0,0,.,.,0.2062,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5072,5.91,144,hours,0,0,.,.,0.2062,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5072,5.77,216,hours,0,0,.,.,0.2062,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5072,6.95,288,hours,0,0,.,.,0.2062,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5072,5.68,360,hours,0,0,.,.,0.2062,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5072,6.98,480,hours,0,0,.,.,0.2062,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Controls,0,5072,8,552,hours,0,0,.,.,0.2062,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5109,5.96,-48,hours,0,0,.,.,0.205,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5109,3.26,24,hours,0,0,.,.,0.205,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5109,2.59,96,hours,0,0,.,.,0.205,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5109,5.47,168,hours,0,0,.,.,0.205,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5109,8.87,240,hours,0,0,.,.,0.205,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5109,6.8,312,hours,0,0,.,.,0.205,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5109,6.21,384,hours,0,0,.,.,0.205,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5109,4.68,552,hours,0,0,.,.,0.205,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5110,6.48,-48,hours,0,0,.,.,0.212,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5110,3.75,24,hours,0,0,.,.,0.212,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5110,2.94,96,hours,0,0,.,.,0.212,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5110,6.26,168,hours,0,0,.,.,0.212,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5110,7.94,240,hours,0,0,.,.,0.212,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5110,6.7,312,hours,0,0,.,.,0.212,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5110,7.6,384,hours,0,0,.,.,0.212,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5110,6.06,552,hours,0,0,.,.,0.212,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5111,6.49,-48,hours,0,0,.,.,0.1935,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5111,2.91,24,hours,0,0,.,.,0.1935,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5111,1.97,96,hours,0,0,.,.,0.1935,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5111,4.25,168,hours,0,0,.,.,0.1935,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5111,6.3,240,hours,0,0,.,.,0.1935,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5111,5.94,312,hours,0,0,.,.,0.1935,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5111,5.62,384,hours,0,0,.,.,0.1935,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5111,4.68,552,hours,0,0,.,.,0.1935,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5112,6.77,-48,hours,0,0,.,.,0.2095,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5112,2.98,24,hours,0,0,.,.,0.2095,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5112,2.88,96,hours,0,0,.,.,0.2095,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5112,5.18,168,hours,0,0,.,.,0.2095,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5112,6.18,240,hours,0,0,.,.,0.2095,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5112,7.24,312,hours,0,0,.,.,0.2095,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5112,9.04,384,hours,0,0,.,.,0.2095,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5112,4.89,552,hours,0,0,.,.,0.2095,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5113,6.76,-48,hours,0,0,.,.,0.2126,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5113,2.69,48,hours,0,0,.,.,0.2126,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5113,4.34,120,hours,0,0,.,.,0.2126,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5113,5.46,192,hours,0,0,.,.,0.2126,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5113,6.43,264,hours,0,0,.,.,0.2126,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5113,5.56,336,hours,0,0,.,.,0.2126,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5113,6.27,432,hours,0,0,.,.,0.2126,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5113,4.05,552,hours,0,0,.,.,0.2126,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5114,6.29,-48,hours,0,0,.,.,0.2039,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
Docetaxel,15,5114,1.04,48,hours,0,0,.,.,0.2039,10^3/mcL,7,Lymphocytes absolute,0,0470-2008,Rat,Male
